name,nickname,url,dob,weight,reach,height,stance
Anton Kuivanen,--,http://ufcstats.com/fighter-details/706f8e2b34e8e18b,"May 01, 1984",155 lbs.,"72""","5' 8""",Orthodox
Maiju Kujala,--,http://ufcstats.com/fighter-details/4e77d070239699e2,--,135 lbs.,--,--,
Michael Kuiper,--,http://ufcstats.com/fighter-details/b7f38813485745da,"Jun 07, 1989",185 lbs.,"73""","6' 0""",Orthodox
Jonny Parsons,The Sluggernaut,http://ufcstats.com/fighter-details/2975297f505e9447,"Sep 06, 1991",170 lbs.,"69""","5' 9""",Orthodox
Onassis Parungao,--,http://ufcstats.com/fighter-details/96d173b7f92aa520,--,200 lbs.,--,"5' 11""",
Preston Parsons,Pressure,http://ufcstats.com/fighter-details/9fe7af8b3fbe00a0,"Jul 15, 1995",170 lbs.,"71""","5' 11""",Orthodox
Larry Parker,--,http://ufcstats.com/fighter-details/c0231720fe516994,--,205 lbs.,--,"5' 11""",Orthodox
Jordan Parsons,Pretty Boy,http://ufcstats.com/fighter-details/8b2a18d3c6735083,"Aug 26, 1990",145 lbs.,--,"5' 9""",
Willie Parks,Slick,http://ufcstats.com/fighter-details/86ad0ae839331bd7,"Nov 04, 1983",185 lbs.,--,"5' 10""",
Mick Parkin,--,http://ufcstats.com/fighter-details/0d5cc0170c1a7e71,"Oct 02, 1995",265 lbs.,"79""","6' 4""",Orthodox
Tyra Parker,--,http://ufcstats.com/fighter-details/64be3dc99eaa42b6,--,115 lbs.,--,"5' 5""",Orthodox
Norman Parke,Stormin',http://ufcstats.com/fighter-details/14ff46596ad80609,"Dec 22, 1986",155 lbs.,"70""","5' 11""",Southpaw
Ryan Parker,--,http://ufcstats.com/fighter-details/6a0b80a24f22e152,--,235 lbs.,--,"6' 3""",Southpaw
Jae Hyun Park,The First Prospect,http://ufcstats.com/fighter-details/fe1595732dfb08fc,"Dec 12, 2001",155 lbs.,"72""","5' 8""",Orthodox
Harvey Park,Fightbot,http://ufcstats.com/fighter-details/b709b534b6873744,"Mar 22, 1986",155 lbs.,"70""","6' 0""",Orthodox
HyunSung Park,Peace of Mind,http://ufcstats.com/fighter-details/b671bdf981ad527d,"Nov 04, 1995",125 lbs.,"66""","5' 7""",Orthodox
Dave Martin,--,http://ufcstats.com/fighter-details/92c96df8bdab5fea,--,205 lbs.,--,"6' 0""",
Joe Martin,--,http://ufcstats.com/fighter-details/325550dab63fb25a,--,170 lbs.,--,"5' 9""",
JunYong Park,The Iron Turtle,http://ufcstats.com/fighter-details/285ae0b4a68221f4,"Feb 27, 1991",185 lbs.,"73""","5' 10""",Orthodox
Eric Martin,--,http://ufcstats.com/fighter-details/abbc4fc02e0d84b3,--,--,--,--,
Justin Martin,--,http://ufcstats.com/fighter-details/3da19339ee7051d5,--,185 lbs.,--,"6' 0""",
Terry Martin,--,http://ufcstats.com/fighter-details/6a92caba39b64752,"Oct 10, 1980",185 lbs.,"71""","5' 8""",Orthodox
Jack Marshman,The Hammer,http://ufcstats.com/fighter-details/045f25b3a4c08e81,"Dec 19, 1989",185 lbs.,"73""","6' 0""",Orthodox
Francis Marshall,Fire,http://ufcstats.com/fighter-details/5d495dec23d7c68e,"Mar 03, 1999",145 lbs.,"72""","5' 9""",Orthodox
David Marshall,--,http://ufcstats.com/fighter-details/0a2813f89a758ff7,"Aug 24, 1984",170 lbs.,--,"6' 2""",
CJ Marsh,--,http://ufcstats.com/fighter-details/4c91eb190d5e0dd9,--,--,--,--,
Eliot Marshall,Fire,http://ufcstats.com/fighter-details/a08d909a5be6f410,"Jul 07, 1980",205 lbs.,"77""","6' 2""",Orthodox
John Marsh,--,http://ufcstats.com/fighter-details/b6b12014698cc345,"Sep 15, 1970",265 lbs.,--,"6' 0""",Orthodox
Doug Marshall,The Rhino,http://ufcstats.com/fighter-details/0c1773639c795466,"Sep 09, 1975",205 lbs.,--,"5' 10""",Orthodox
Carmelo Marrero,The Fury,http://ufcstats.com/fighter-details/aa03a3ca00ac6827,"Jan 26, 1981",205 lbs.,"73""","6' 0""",Orthodox
Julian Marquez,The Cuban Missile Crisis,http://ufcstats.com/fighter-details/d0e1b42d41dab603,"May 08, 1990",185 lbs.,"72""","6' 2""",Orthodox
Cesar Marscucci,--,http://ufcstats.com/fighter-details/e8efeb9cf33b1941,--,--,--,--,
Danilo Marques,--,http://ufcstats.com/fighter-details/687c15b2eddfaa63,"Dec 26, 1985",205 lbs.,"77""","6' 6""",Orthodox
Mabelly Lima,--,http://ufcstats.com/fighter-details/6135fd9665fbb74e,"Jan 25, 1994",135 lbs.,--,"5' 2""",Orthodox
Douglas Lima,The Phenom,http://ufcstats.com/fighter-details/264111bf62662fbf,"Jan 05, 1988",170 lbs.,--,"6' 1""",
Miguel Linares,--,http://ufcstats.com/fighter-details/18c49685296c60e6,--,--,--,--,
Juliana Lima,Ju Thai,http://ufcstats.com/fighter-details/75a6a390fd5dca46,"Mar 15, 1982",115 lbs.,"65""","5' 5""",Orthodox
Andre Lima,Mascote,http://ufcstats.com/fighter-details/b1f21ce050035d58,"Feb 04, 1999",125 lbs.,--,--,
Jae Suk Lim,--,http://ufcstats.com/fighter-details/bbb15f301e4a490a,"Nov 09, 1979",170 lbs.,--,"5' 9""",Orthodox
Hyun Gyu Lim,The Ace,http://ufcstats.com/fighter-details/203c957eac95dd87,"Jan 16, 1985",170 lbs.,"77""","6' 3""",Orthodox
Dhiego Lima,--,http://ufcstats.com/fighter-details/e9213f53ddeca978,"Jan 31, 1989",170 lbs.,"75""","6' 2""",Orthodox
Donnie Liles,--,http://ufcstats.com/fighter-details/a1bf037613180253,--,170 lbs.,--,"5' 9""",Orthodox
Zach Light,--,http://ufcstats.com/fighter-details/5d7c18191b8aa432,"Feb 06, 1974",170 lbs.,--,"5' 8""",Orthodox
Chris Liguori,--,http://ufcstats.com/fighter-details/0e31bfd26cc8c503,--,185 lbs.,--,"5' 9""",Orthodox
Rodrigo Lidio,Dynamis,http://ufcstats.com/fighter-details/11b5a809c3120e27,"Jul 07, 1989",155 lbs.,"73""","5' 11""",Orthodox
Scott Lighty,--,http://ufcstats.com/fighter-details/998c8890a8dde1eb,"Oct 15, 1978",205 lbs.,--,"6' 2""",
Junya Kudo,--,http://ufcstats.com/fighter-details/487c170da059857d,--,135 lbs.,--,--,Orthodox
Sam Liera,--,http://ufcstats.com/fighter-details/421ccfc6ddb17958,--,--,--,--,
John Kuhner,--,http://ufcstats.com/fighter-details/a272656ad662ac53,"Oct 12, 1982",170 lbs.,--,--,
Mariusz Ksiazkiewicz,The Iron Pol,http://ufcstats.com/fighter-details/ab16537dd1e5e81d,"Oct 04, 1989",185 lbs.,"75""","6' 3""",Southpaw
Kaynan Kruschewsky,Bahia,http://ufcstats.com/fighter-details/ca36633b80be4a78,"Apr 04, 1991",155 lbs.,--,--,
Chuck Liddell,The Iceman,http://ufcstats.com/fighter-details/a390eb8a9b2df298,"Dec 17, 1969",205 lbs.,"76""","6' 2""",Orthodox
Jorgen Kruth,The Last Viking,http://ufcstats.com/fighter-details/6071d786f6187810,"May 08, 1974",205 lbs.,--,"6' 2""",
Nikita Krylov,The Miner,http://ufcstats.com/fighter-details/1091d4d957141094,"Mar 07, 1992",205 lbs.,"77""","6' 3""",Orthodox
Pascal Krauss,Panzer,http://ufcstats.com/fighter-details/a01e84abefd85ec0,"Apr 19, 1987",170 lbs.,--,"6' 1""",Orthodox
Rene Kronvold,--,http://ufcstats.com/fighter-details/db05271715bb4874,--,170 lbs.,--,"5' 8""",Orthodox
Steve Kozola,--,http://ufcstats.com/fighter-details/fc36e2352dccf2a4,--,155 lbs.,--,--,
Marcus Kowal,--,http://ufcstats.com/fighter-details/ad0e42800a0d8977,--,135 lbs.,--,--,
Derrick Krantz,D-Rock,http://ufcstats.com/fighter-details/714e1e0681ddb703,"Jan 13, 1988",170 lbs.,"72""","5' 10""",Orthodox
James Krause,The,http://ufcstats.com/fighter-details/8f6a18831a120817,"Jun 04, 1986",170 lbs.,"73""","6' 2""",Orthodox
Michael Byrnes,--,http://ufcstats.com/fighter-details/87f0b37f153cf497,"Jul 17, 1990",155 lbs.,--,"5' 11""",
Matt Kovacs,300,http://ufcstats.com/fighter-details/8fbcd82bf7f352bf,--,244 lbs.,--,"6' 0""",Orthodox
Steve Byrnes,The Sergeant,http://ufcstats.com/fighter-details/43612456979e5d5e,--,170 lbs.,--,"6' 0""",Orthodox
Karolina Kowalkiewicz,--,http://ufcstats.com/fighter-details/d7c3816669784109,"Oct 15, 1985",115 lbs.,"64""","5' 3""",Orthodox
Charles Byrd,Kid Dynamite,http://ufcstats.com/fighter-details/76ee3d666c648f6b,"Oct 11, 1983",185 lbs.,"73""","5' 10""",Orthodox
Jesse Butler,--,http://ufcstats.com/fighter-details/a75a48bfe776b2c2,"May 24, 1992",145 lbs.,"73""","5' 10""",Orthodox
JP Buys,Young Savage,http://ufcstats.com/fighter-details/0b362247806341e5,"Apr 30, 1996",135 lbs.,"67""","5' 5""",Orthodox
Raphael Butler,The Silencer,http://ufcstats.com/fighter-details/f941505e35fb1eae,"Jan 04, 1984",261 lbs.,--,"6' 3""",
Dennis Buzukja,The Great,http://ufcstats.com/fighter-details/c4d039123e62f6a9,"Oct 01, 1997",145 lbs.,"70""","5' 9""",Switch
Ian Butler,--,http://ufcstats.com/fighter-details/6b8fd98eb52363d1,--,155 lbs.,--,"5' 8""",
Todd Butler,--,http://ufcstats.com/fighter-details/3fed746acfd026dd,--,200 lbs.,--,"6' 1""",Southpaw
Eduardo Bustillos,--,http://ufcstats.com/fighter-details/f273f1b8df04c8a1,"Jun 02, 1987",135 lbs.,--,"5' 8""",
Jason Butcher,--,http://ufcstats.com/fighter-details/30e39145fec48d25,"Oct 23, 1984",185 lbs.,--,"6' 3""",
Goldman Butler,--,http://ufcstats.com/fighter-details/e2d5072048b825b1,--,--,--,--,
Ido Pariente,--,http://ufcstats.com/fighter-details/7573d25a078b5732,--,155 lbs.,--,"5' 8""",Orthodox
Bryan Pardoe,Pain Inducer,http://ufcstats.com/fighter-details/56116537d71a578c,--,205 lbs.,--,"6' 1""",Orthodox
Josh Parisian,--,http://ufcstats.com/fighter-details/b5da8f7d05e85a55,"Jun 28, 1989",265 lbs.,"79""","6' 4""",Orthodox
Kathryn Paprocki,--,http://ufcstats.com/fighter-details/bd381cde8426077a,"Apr 28, 1993",115 lbs.,"63""","5' 3""",Orthodox
Joe Pardo,--,http://ufcstats.com/fighter-details/74fefd43f073cd2f,--,210 lbs.,--,"6' 1""",Southpaw
Remco Pardoel,Grizzly,http://ufcstats.com/fighter-details/749685d24e2cac50,--,260 lbs.,--,"6' 3""",Southpaw
Eduardo Pamplona,--,http://ufcstats.com/fighter-details/f31c0905045fa100,"Feb 20, 1973",170 lbs.,--,"5' 11""",
Yuri Panferov,The Russian Polar Bear,http://ufcstats.com/fighter-details/36d811b015635b67,"Aug 30, 1996",185 lbs.,--,--,
Jared Papazian,The Jackhammer,http://ufcstats.com/fighter-details/edad57b3dddf2168,"Feb 01, 1988",135 lbs.,"67""","5' 8""",Southpaw
Stephen Palling,Bozo,http://ufcstats.com/fighter-details/ab7c212de9f66af0,"Jan 29, 1967",143 lbs.,--,"5' 4""",
Alexandre Pantoja,The Cannibal,http://ufcstats.com/fighter-details/a0f0004aadf10b71,"Apr 16, 1990",125 lbs.,"67""","5' 5""",Orthodox
Tulio Palhares,--,http://ufcstats.com/fighter-details/e8c170a64dc920ac,--,180 lbs.,--,--,
Rousimar Palhares,Toquinho,http://ufcstats.com/fighter-details/8ddf9c51c5fdea75,"Feb 26, 1980",170 lbs.,"71""","5' 8""",Orthodox
Sasha Palatnikov,--,http://ufcstats.com/fighter-details/a6c20202c701e5ca,"Mar 15, 1989",170 lbs.,"72""","6' 1""",Switch
Christina Marks,--,http://ufcstats.com/fighter-details/c7be22a47a58365a,"Nov 08, 1985",125 lbs.,"69""","5' 7""",Orthodox
Soa Palelei,The Hulk,http://ufcstats.com/fighter-details/60029bcf496bd707,"Jul 12, 1977",265 lbs.,"81""","6' 4""",Orthodox
Chepe Mariscal,Machine Gun,http://ufcstats.com/fighter-details/e0c6edcb5b5d0b90,"Oct 27, 1992",145 lbs.,"69""","5' 7""",Orthodox
Bart Palaszewski,Bartimus,http://ufcstats.com/fighter-details/4304992c2acc187b,"May 30, 1983",145 lbs.,"70""","5' 9""",Orthodox
Randa Markos,Quiet Storm,http://ufcstats.com/fighter-details/4a57ebb14315b251,"Aug 10, 1985",115 lbs.,"63""","5' 4""",Orthodox
Nate Marquardt,The Great,http://ufcstats.com/fighter-details/a8e6a69796280f17,"Apr 20, 1979",185 lbs.,"74""","6' 0""",Orthodox
Rory Markham,--,http://ufcstats.com/fighter-details/23a16ebe733e3041,"Mar 25, 1982",170 lbs.,"71""","6' 0""",Orthodox
Jose Maria,No Chance,http://ufcstats.com/fighter-details/b35ba64b6a2bbcb3,"Jan 04, 1982",125 lbs.,--,"5' 5""",Orthodox
Enrique Marin,Wasabi,http://ufcstats.com/fighter-details/23a6e307077c6ccc,"Sep 02, 1986",170 lbs.,--,"5' 10""",
Daniel Marcos,Soncora,http://ufcstats.com/fighter-details/850266b3dc4e506e,"Mar 07, 1993",135 lbs.,"69""","5' 7""",Orthodox
Ronny Markes,--,http://ufcstats.com/fighter-details/bd21a1e3d41c97ee,"Apr 21, 1988",185 lbs.,"75""","6' 1""",Orthodox
Marcos Mariano,Dhalsim,http://ufcstats.com/fighter-details/72e5e5a6edfa8223,"Oct 12, 1986",155 lbs.,"76""","6' 1""",Switch
Cristiano Marcello,--,http://ufcstats.com/fighter-details/ff4c3ab594c7fac3,"Dec 03, 1977",155 lbs.,"72""","5' 9""",Orthodox
Dylan Mantello,The Quiet Man,http://ufcstats.com/fighter-details/e192ebb85b68fa9e,"Nov 19, 1992",155 lbs.,--,--,
Jimi Manuwa,Poster Boy,http://ufcstats.com/fighter-details/1e1dbd1cc5a7469e,"Feb 18, 1980",205 lbs.,"79""","6' 1""",Orthodox
Jon Manley,--,http://ufcstats.com/fighter-details/a0602dd050bebefc,"Jul 07, 1986",170 lbs.,--,"6' 1""",Orthodox
Steve Mann,--,http://ufcstats.com/fighter-details/0eef1bf99afd4ff2,--,170 lbs.,--,"6' 1""",
Chris Manuel,--,http://ufcstats.com/fighter-details/a23e63184c65f5b8,"Jul 21, 1987",135 lbs.,--,"5' 9""",Orthodox
Marnic Mann,The Sawed-Off Savage,http://ufcstats.com/fighter-details/b6203e0492a9336c,"Mar 05, 1993",115 lbs.,"64""","5' 0""",Southpaw
Jess Liaudin,The Joker,http://ufcstats.com/fighter-details/a8aba6fd8a463043,--,170 lbs.,"72""","5' 9""",Orthodox
Melchor Manibusan,Barracuda,http://ufcstats.com/fighter-details/b6c6d1731ff00eeb,"Dec 27, 1976",154 lbs.,--,"5' 5""",Southpaw
Melvin Manhoef,No Mercy,http://ufcstats.com/fighter-details/e5767ed355a937c2,"May 11, 1976",185 lbs.,--,"5' 9""",Orthodox
Chi Lewis-Parry,Chopper,http://ufcstats.com/fighter-details/a307a10414d0ad00,"Aug 10, 1983",243 lbs.,--,"6' 9""",
Li Jingliang,The Leech,http://ufcstats.com/fighter-details/e64b96c07d7ce999,"Mar 20, 1988",170 lbs.,"71""","6' 0""",Orthodox
Liang Na,The Dragon Girl,http://ufcstats.com/fighter-details/ec0dcceace7d25a3,"Jul 27, 1996",125 lbs.,"67""","5' 5""",Orthodox
Malik Lewis,Hard Knock,http://ufcstats.com/fighter-details/f60dbe6e05489c4f,"Mar 04, 1996",155 lbs.,"75""","6' 0""",Orthodox
Brandon Lewis,--,http://ufcstats.com/fighter-details/6623cb1c27025634,"Aug 02, 1997",135 lbs.,"70""","5' 4""",Orthodox
Bevon Lewis,--,http://ufcstats.com/fighter-details/899923ff6ab13917,"May 05, 1991",185 lbs.,"79""","6' 3""",Orthodox
John Lewis,--,http://ufcstats.com/fighter-details/4a01dc8376736ef5,--,155 lbs.,--,"6' 0""",Southpaw
David Levicki,--,http://ufcstats.com/fighter-details/49590e0508b2c19f,--,275 lbs.,--,"6' 5""",
Kyle Levinton,--,http://ufcstats.com/fighter-details/81ddc98fceb30086,--,--,--,--,
Natan Levy,Lethal,http://ufcstats.com/fighter-details/a29db9cd4f9ccea5,"Sep 30, 1991",155 lbs.,"71""","5' 9""",Southpaw
Justin Levens,The Executioner,http://ufcstats.com/fighter-details/8c3f3c43c8ceb778,"Apr 18, 1980",185 lbs.,--,"5' 11""",Orthodox
Derrick Lewis,The Black Beast,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,"Feb 07, 1985",260 lbs.,"79""","6' 3""",Orthodox
Marcus LeVesseur,The Prospect,http://ufcstats.com/fighter-details/182f2b78582de3d8,"Jul 17, 1982",155 lbs.,"70""","5' 9""",Southpaw
Leah Letson,Nidas,http://ufcstats.com/fighter-details/8cb78f3a6c2a08f7,"Aug 21, 1992",145 lbs.,"71""","5' 7""",
Ilya Kotau,--,http://ufcstats.com/fighter-details/a68d57ae177a5815,--,170 lbs.,--,--,
Naoyuki Kotani,--,http://ufcstats.com/fighter-details/bc8f6b42767e28df,"Dec 08, 1981",155 lbs.,"66""","5' 8""",Southpaw
Steven Koslow,Obi Won Shinobi The Pillow,http://ufcstats.com/fighter-details/84512339473dd300,"Jan 22, 1997",125 lbs.,"69""","5' 7""",Switch
Iouri Kotchkine,--,http://ufcstats.com/fighter-details/c6becb722706c7d8,--,235 lbs.,--,"6' 2""",Orthodox
Valerie Letourneau,Trouble,http://ufcstats.com/fighter-details/46a2f24feb258ae0,"Apr 29, 1983",115 lbs.,"68""","5' 7""",Orthodox
Andrey Koreshkov,Spartan,http://ufcstats.com/fighter-details/aee885b8ca29ab4f,"Aug 23, 1990",170 lbs.,--,"6' 0""",
Andrei Kopylov,--,http://ufcstats.com/fighter-details/dd39f1ca787a3d9d,"Jul 16, 1965",265 lbs.,--,"6' 2""",Orthodox
Roman Kopylov,--,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,"May 04, 1991",185 lbs.,"75""","6' 0""",Southpaw
Bruno Korea,--,http://ufcstats.com/fighter-details/6c011be66326ad97,"Jun 28, 1991",135 lbs.,"65""","5' 6""",
John Kolosci,--,http://ufcstats.com/fighter-details/5f6038bcdb95e3e4,"Nov 26, 1974",185 lbs.,--,"5' 11""",Orthodox
Nick Bustamante,--,http://ufcstats.com/fighter-details/51b1ca2a4b064101,--,170 lbs.,--,"5' 9""",
Syuri Kondo,--,http://ufcstats.com/fighter-details/a851c35f58199231,"Feb 08, 1989",115 lbs.,"66""","5' 4""",Orthodox
Josh Koscheck,--,http://ufcstats.com/fighter-details/dd37fd509af89f15,"Nov 30, 1977",170 lbs.,"73""","5' 10""",Orthodox
Cheick Kongo,--,http://ufcstats.com/fighter-details/1eacf73d6a0055dc,"May 17, 1975",240 lbs.,"82""","6' 4""",Orthodox
Dakota Bush,--,http://ufcstats.com/fighter-details/3033c1c080672475,"Jun 09, 1994",155 lbs.,"73""","5' 10""",Orthodox
Bubba Bush,The Fightin' Texas Aggie,http://ufcstats.com/fighter-details/132505067f08c54d,"Jul 24, 1985",185 lbs.,--,"6' 0""",Orthodox
Yuki Kondo,--,http://ufcstats.com/fighter-details/1fe7adb23b3eedfb,"Jul 17, 1975",183 lbs.,--,"5' 11""",Southpaw
Murilo Bustamante,--,http://ufcstats.com/fighter-details/85d905f7c4f5a1af,"Jul 30, 1966",183 lbs.,--,"6' 2""",Orthodox
Derrick Burnsed,--,http://ufcstats.com/fighter-details/2213330f082f82d5,--,155 lbs.,--,--,
Nah-Shon Burrell,The Rock n Rolla,http://ufcstats.com/fighter-details/2c64c035485906aa,"Feb 05, 1990",170 lbs.,--,"5' 11""",Orthodox
George Bush,--,http://ufcstats.com/fighter-details/f0c779dc2ca3816c,--,205 lbs.,--,"6' 1""",
Martin Buschkamp,--,http://ufcstats.com/fighter-details/8fc30d8cebb17116,"Jan 06, 1991",145 lbs.,--,"5' 9""",Orthodox
Herbert Burns,The Blaze,http://ufcstats.com/fighter-details/4f140403000158b5,"Feb 02, 1988",145 lbs.,"73""","5' 9""",Orthodox
Kevin Burns,The Fire,http://ufcstats.com/fighter-details/a6d8bfe9e0c8153b,"Mar 03, 1980",170 lbs.,"74""","5' 10""",Orthodox
Josh Burns,The Hammer,http://ufcstats.com/fighter-details/1e092415a7eeaf65,"May 15, 1978",244 lbs.,--,"6' 1""",
Mikey Burnett,The Eastside Assassin,http://ufcstats.com/fighter-details/4c805f5f58a75df0,"Apr 12, 1974",170 lbs.,--,"5' 6""",Orthodox
Gilbert Burns,Durinho,http://ufcstats.com/fighter-details/23024fdfc966410a,"Jul 20, 1986",170 lbs.,"71""","5' 10""",Orthodox
Fredson Paixao,--,http://ufcstats.com/fighter-details/320edfb0332b7073,"May 13, 1979",145 lbs.,"66""","5' 6""",Orthodox
Dinis Paiva Jr.,Sweetbread,http://ufcstats.com/fighter-details/ad3a5e465c76e499,"May 26, 1988",145 lbs.,"71""","5' 9""",Southpaw
Mads Burnell,--,http://ufcstats.com/fighter-details/69f01b25dfabaf6b,"Mar 06, 1994",145 lbs.,"69""","5' 8""",Orthodox
Raulian Paiva,--,http://ufcstats.com/fighter-details/82b4e942781b1046,"Oct 17, 1995",135 lbs.,"69""","5' 8""",Orthodox
Dustin Pague,The Disciple,http://ufcstats.com/fighter-details/55f80a8aeffcdb33,"Aug 05, 1987",135 lbs.,"74""","5' 9""",Orthodox
Josh Paiva,--,http://ufcstats.com/fighter-details/1e12c1dbbb1e2dda,"Apr 05, 1991",125 lbs.,--,"5' 6""",
Gary Padilla,--,http://ufcstats.com/fighter-details/01dd4cdc2446f665,"May 04, 1980",205 lbs.,--,"5' 11""",
Damacio Page,The Angel of Death,http://ufcstats.com/fighter-details/c96e2ae6021144a1,"Sep 30, 1982",135 lbs.,"66""","5' 6""",Orthodox
Michael Page,Venom,http://ufcstats.com/fighter-details/a67d071163962af8,"Apr 07, 1987",170 lbs.,--,"6' 2""",
Fernando Padilla,El Valiente,http://ufcstats.com/fighter-details/d2f43cfaf8ca3560,"Dec 15, 1996",145 lbs.,"76""","6' 1""",Orthodox
Cyrillo Padilha,--,http://ufcstats.com/fighter-details/856c4d2668a875f9,"Jan 23, 1978",155 lbs.,--,"5' 11""",
Angel Pacheco,--,http://ufcstats.com/fighter-details/07797f10b9569cfc,"Jan 13, 1992",145 lbs.,--,--,
George Pacurariu,Constantine,http://ufcstats.com/fighter-details/c51da79b0346b5b7,"Jul 28, 1984",135 lbs.,--,"5' 7""",
Larissa Pacheco,--,http://ufcstats.com/fighter-details/16b89be2f5c16fba,"Sep 07, 1994",135 lbs.,--,"5' 7""",Orthodox
Teemu Packalen,Pacu,http://ufcstats.com/fighter-details/8f4eeaf7a0df7c1a,"May 22, 1987",155 lbs.,"75""","6' 1""",Orthodox
Nick Pace,--,http://ufcstats.com/fighter-details/8cb76103cd8a1562,"Apr 17, 1987",135 lbs.,"68""","5' 7""",Orthodox
Michael Mangan,--,http://ufcstats.com/fighter-details/9297ce6eee046f7a,--,155 lbs.,--,--,
Gary Mangat,--,http://ufcstats.com/fighter-details/1c0ffc63d8ec8f45,--,135 lbs.,--,"5' 7""",
Nate Maness,Mayhem,http://ufcstats.com/fighter-details/6e9f40c706f91f32,"Jun 27, 1991",125 lbs.,"72""","5' 10""",Orthodox
Dan Manasoiu,--,http://ufcstats.com/fighter-details/eefc73b53d4a05d7,--,--,--,--,
Troy Mandaloniz,Rude Boy,http://ufcstats.com/fighter-details/725a834930c2b5bf,"Feb 01, 1980",170 lbs.,--,"5' 9""",Orthodox
Nazareno Malegarie,El Tigre,http://ufcstats.com/fighter-details/d38e8c6ae2dfc051,"May 16, 1986",155 lbs.,--,"5' 8""",
Mike Malott,Proper,http://ufcstats.com/fighter-details/dd6103dd7127db1d,"Nov 07, 1991",170 lbs.,"73""","6' 1""",Orthodox
Carl Malenko,--,http://ufcstats.com/fighter-details/a314687f372b2cec,--,200 lbs.,--,"5' 11""",Orthodox
Jacob Malkoun,Mamba,http://ufcstats.com/fighter-details/d4270315cbcf2569,"Aug 26, 1995",185 lbs.,"73""","5' 9""",Orthodox
Marvin Maldonado,The Bulldog,http://ufcstats.com/fighter-details/e5ce754b01f922be,--,135 lbs.,--,"5' 6""",
Bea Malecki,--,http://ufcstats.com/fighter-details/b60c980f79b87ce8,"Aug 23, 1991",135 lbs.,"74""","5' 9""",Orthodox
Fabio Maldonado,Caipira de Aco,http://ufcstats.com/fighter-details/1fb80f46d3c105d9,"Mar 17, 1980",205 lbs.,"75""","6' 1""",Orthodox
Jeremy Malaterre,--,http://ufcstats.com/fighter-details/110404b505fb562c,--,155 lbs.,--,"5' 11""",
Zach Makovsky,Fun Size,http://ufcstats.com/fighter-details/57ab4d7c0bc09a30,"Apr 19, 1983",125 lbs.,"64""","5' 4""",Southpaw
Azat Maksum,Qazaq,http://ufcstats.com/fighter-details/7f1bf0c255ec8756,"Feb 02, 1995",125 lbs.,"70""","5' 7""",Southpaw
Islam Makhachev,--,http://ufcstats.com/fighter-details/275aca31f61ba28c,"Oct 27, 1991",155 lbs.,"70""","5' 10""",Southpaw
Aliev Makhmud,--,http://ufcstats.com/fighter-details/3d481aa374c954a1,"Feb 13, 1970",195 lbs.,--,"5' 6""",Southpaw
Brock Lesnar,--,http://ufcstats.com/fighter-details/513c6f1715e547a8,"Jul 12, 1977",265 lbs.,"81""","6' 3""",Orthodox
Lukasz Les,--,http://ufcstats.com/fighter-details/5a8e30ed38a5bc6f,"Nov 05, 1981",170 lbs.,--,--,
Frank Lester,--,http://ufcstats.com/fighter-details/edd8d5d8089a35f8,"Jun 10, 1984",170 lbs.,--,"5' 11""",Orthodox
Michael Lerma,--,http://ufcstats.com/fighter-details/f1fd8ec1023c89b3,--,--,--,--,
Chad Leonhardt,The Boss,http://ufcstats.com/fighter-details/657d0ed181f04215,"Feb 19, 1980",170 lbs.,--,"6' 0""",
Kimo Leopoldo,--,http://ufcstats.com/fighter-details/08ae5cd9aef7ddd3,"Jan 05, 1968",235 lbs.,--,"6' 3""",Orthodox
Victoria Leonardo,Fury,http://ufcstats.com/fighter-details/9dedfdd91070ddd8,"Feb 16, 1990",125 lbs.,"64""","5' 5""",Orthodox
Anthony Leone,--,http://ufcstats.com/fighter-details/86b9b51a81e9c339,"May 27, 1987",135 lbs.,--,"5' 6""",Orthodox
Alberta Cerra Leon,--,http://ufcstats.com/fighter-details/6e02c318762f52f1,--,238 lbs.,--,"5' 8""",
Jean Francois Lenogue,--,http://ufcstats.com/fighter-details/e60201cfab7d656d,"Nov 29, 1972",185 lbs.,--,"6' 0""",Orthodox
Nik Lentz,The Carny,http://ufcstats.com/fighter-details/6fb1ba67bef41b37,"Aug 13, 1984",145 lbs.,"68""","5' 8""",Orthodox
Christophe Leninger,--,http://ufcstats.com/fighter-details/7269329bd87eb479,--,200 lbs.,--,"6' 0""",Southpaw
Giacomo Lemos,--,http://ufcstats.com/fighter-details/f37822d5b3e47517,"Jun 23, 1989",247 lbs.,"75""","6' 3""",Orthodox
Jesse Lennox,The Ox,http://ufcstats.com/fighter-details/3ae10ac4df3df05c,"Mar 10, 1982",170 lbs.,"72""","5' 9""",Orthodox
Amanda Lemos,--,http://ufcstats.com/fighter-details/3df5493bb279226f,"May 22, 1987",115 lbs.,"65""","5' 4""",Southpaw
Stefan Leko,Blitz,http://ufcstats.com/fighter-details/d56bb6dff2ae77eb,"Jun 03, 1974",215 lbs.,--,"6' 2""",Orthodox
Gabe Lemley,--,http://ufcstats.com/fighter-details/fd4578cac86d75ca,--,155 lbs.,--,"5' 8""",Orthodox
